----------------
running with CPU
----------------
input file data/input/toyDetector_1000.csv
output file data/output/toyDetector_1000_3_5_5_8.csv
Start to load input points
Finished loading input points
--- calculateLocalDensity:     0.004355 ms
--- findSeedAndFollowers:      0.004638 ms
--- assignClusters:            0.004773 ms
Elapsed time: 5.55258 ms
--- prepareDataStructures:     0.007351 ms
--- calculateDistanceToHigher: 0.005845 ms
--- calculateLocalDensity:     0.004112 ms
--- findSeedAndFollowers:      0.004698 ms
--- assignClusters:            0.004303 ms
Elapsed time: 5.53887 ms
--- prepareDataStructures:     0.007287 ms
--- calculateDistanceToHigher: 0.004921 ms
--- calculateLocalDensity:     0.004701 ms
--- findSeedAndFollowers:      0.004991 ms
--- assignClusters:            0.004324 ms
Elapsed time: 5.60194 ms
--- prepareDataStructures:     0.007481 ms
--- calculateDistanceToHigher: 0.005269 ms
--- calculateLocalDensity:     0.004305 ms
--- findSeedAndFollowers:      0.005048 ms
--- assignClusters:            0.004258 ms
Elapsed time: 5.57702 ms
--- prepareDataStructures:     0.006665 ms
--- calculateDistanceToHigher: 0.00534 ms
--- calculateLocalDensity:     0.004044 ms
--- findSeedAndFollowers:      0.005071 ms
--- assignClusters:            0.004756 ms
Elapsed time: 5.64839 ms
--- prepareDataStructures:     0.007306 ms
--- calculateDistanceToHigher: 0.004897 ms
--- calculateLocalDensity:     0.004536 ms
--- findSeedAndFollowers:      0.005238 ms
--- assignClusters:            0.004628 ms
Elapsed time: 5.57267 ms
--- prepareDataStructures:     0.00658 ms
--- calculateDistanceToHigher: 0.005198 ms
--- calculateLocalDensity:     0.004593 ms
--- findSeedAndFollowers:      0.005368 ms
--- assignClusters:            0.004087 ms
Elapsed time: 5.53445 ms
--- prepareDataStructures:     0.006665 ms
--- calculateDistanceToHigher: 0.005805 ms
--- calculateLocalDensity:     0.004153 ms
--- findSeedAndFollowers:      0.004782 ms
--- assignClusters:            0.004407 ms
Elapsed time: 5.59894 ms
--- prepareDataStructures:     0.00636 ms
--- calculateDistanceToHigher: 0.004927 ms
--- calculateLocalDensity:     0.005092 ms
--- findSeedAndFollowers:      0.004858 ms
--- assignClusters:            0.004149 ms
Elapsed time: 5.57034 ms
--- prepareDataStructures:     0.006654 ms
--- calculateDistanceToHigher: 0.004651 ms
--- calculateLocalDensity:     0.004525 ms
--- findSeedAndFollowers:      0.004803 ms
--- assignClusters:            0.004329 ms
Elapsed time: 5.56004 ms
--- prepareDataStructures:     0.006236 ms
--- calculateDistanceToHigher: 0.004681 ms
--- calculateLocalDensity:     0.004732 ms
--- findSeedAndFollowers:      0.005565 ms
--- assignClusters:            0.004249 ms
Elapsed time: 5.53526 ms
--- prepareDataStructures:     0.007064 ms
--- calculateDistanceToHigher: 0.004691 ms
--- calculateLocalDensity:     0.003977 ms
--- findSeedAndFollowers:      0.004784 ms
--- assignClusters:            0.004587 ms
Elapsed time: 5.57648 ms
--- prepareDataStructures:     0.006853 ms
--- calculateDistanceToHigher: 0.00561 ms
--- calculateLocalDensity:     0.004276 ms
--- findSeedAndFollowers:      0.005282 ms
--- assignClusters:            0.004918 ms
Elapsed time: 5.5811 ms
--- prepareDataStructures:     0.006912 ms
--- calculateDistanceToHigher: 0.005668 ms
--- calculateLocalDensity:     0.004437 ms
--- findSeedAndFollowers:      0.004708 ms
--- assignClusters:            0.004414 ms
Elapsed time: 5.5843 ms
--- prepareDataStructures:     0.006035 ms
--- calculateDistanceToHigher: 0.005205 ms
--- calculateLocalDensity:     0.004483 ms
--- findSeedAndFollowers:      0.004927 ms
--- assignClusters:            0.004067 ms
Elapsed time: 5.54906 ms
--- prepareDataStructures:     0.007857 ms
--- calculateDistanceToHigher: 0.004863 ms
--- calculateLocalDensity:     0.004811 ms
--- findSeedAndFollowers:      0.005259 ms
--- assignClusters:            0.004493 ms
Elapsed time: 5.55855 ms
--- prepareDataStructures:     0.006776 ms
--- calculateDistanceToHigher: 0.004816 ms
--- calculateLocalDensity:     0.004057 ms
--- findSeedAndFollowers:      0.005624 ms
--- assignClusters:            0.004223 ms
Elapsed time: 5.635 ms
--- prepareDataStructures:     0.006518 ms
--- calculateDistanceToHigher: 0.004854 ms
--- calculateLocalDensity:     0.00412 ms
--- findSeedAndFollowers:      0.005893 ms
--- assignClusters:            0.004209 ms
Elapsed time: 5.55824 ms
--- prepareDataStructures:     0.007491 ms
--- calculateDistanceToHigher: 0.00553 ms
--- calculateLocalDensity:     0.004154 ms
--- findSeedAndFollowers:      0.005031 ms
--- assignClusters:            0.004697 ms
Elapsed time: 5.51906 ms
--- prepareDataStructures:     0.006841 ms
--- calculateDistanceToHigher: 0.005333 ms
--- calculateLocalDensity:     0.004479 ms
--- findSeedAndFollowers:      0.005546 ms
--- assignClusters:            0.004755 ms
Elapsed time: 5.61268 ms
--- prepareDataStructures:     0.006545 ms
--- calculateDistanceToHigher: 0.004927 ms
--- calculateLocalDensity:     0.003849 ms
--- findSeedAndFollowers:      0.004753 ms
--- assignClusters:            0.004181 ms
Elapsed time: 5.58666 ms
--- prepareDataStructures:     0.006401 ms
--- calculateDistanceToHigher: 0.004736 ms
--- calculateLocalDensity:     0.00465 ms
--- findSeedAndFollowers:      0.005159 ms
--- assignClusters:            0.004082 ms
Elapsed time: 5.54394 ms
--- prepareDataStructures:     0.006608 ms
--- calculateDistanceToHigher: 0.004981 ms
--- calculateLocalDensity:     0.004094 ms
--- findSeedAndFollowers:      0.005237 ms
--- assignClusters:            0.004268 ms
Elapsed time: 5.57549 ms
--- prepareDataStructures:     0.00714 ms
--- calculateDistanceToHigher: 0.0051 ms
--- calculateLocalDensity:     0.004237 ms
--- findSeedAndFollowers:      0.005204 ms
--- assignClusters:            0.004347 ms
Elapsed time: 5.53316 ms
--- prepareDataStructures:     0.007025 ms
--- calculateDistanceToHigher: 0.005162 ms
--- calculateLocalDensity:     0.004198 ms
--- findSeedAndFollowers:      0.004735 ms
--- assignClusters:            0.004397 ms
Elapsed time: 5.68095 ms
--- prepareDataStructures:     0.006783 ms
--- calculateDistanceToHigher: 0.005112 ms
--- calculateLocalDensity:     0.00404 ms
--- findSeedAndFollowers:      0.005293 ms
--- assignClusters:            0.004319 ms
Elapsed time: 5.57166 ms
--- prepareDataStructures:     0.006537 ms
--- calculateDistanceToHigher: 0.004834 ms
--- calculateLocalDensity:     0.004347 ms
--- findSeedAndFollowers:      0.004789 ms
--- assignClusters:            0.004024 ms
Elapsed time: 5.54713 ms
--- prepareDataStructures:     0.00675 ms
--- calculateDistanceToHigher: 0.004771 ms
--- calculateLocalDensity:     0.004089 ms
--- findSeedAndFollowers:      0.004615 ms
--- assignClusters:            0.004561 ms
Elapsed time: 5.56153 ms
--- prepareDataStructures:     0.00672 ms
--- calculateDistanceToHigher: 0.004882 ms
--- calculateLocalDensity:     0.00513 ms
--- findSeedAndFollowers:      0.005285 ms
--- assignClusters:            0.004199 ms
Elapsed time: 5.54173 ms
--- prepareDataStructures:     0.006164 ms
--- calculateDistanceToHigher: 0.010798 ms
--- calculateLocalDensity:     0.004653 ms
--- findSeedAndFollowers:      0.004823 ms
--- assignClusters:            0.004488 ms
Elapsed time: 5.57644 ms
--- prepareDataStructures:     0.006625 ms
--- calculateDistanceToHigher: 0.004824 ms
--- calculateLocalDensity:     0.00483 ms
--- findSeedAndFollowers:      0.004813 ms
--- assignClusters:            0.00448 ms
Elapsed time: 5.54021 ms
--- prepareDataStructures:     0.006759 ms
--- calculateDistanceToHigher: 0.004658 ms
--- calculateLocalDensity:     0.00415 ms
--- findSeedAndFollowers:      0.005017 ms
--- assignClusters:            0.004097 ms
Elapsed time: 5.55763 ms
--- prepareDataStructures:     0.007259 ms
--- calculateDistanceToHigher: 0.005166 ms
--- calculateLocalDensity:     0.004101 ms
--- findSeedAndFollowers:      0.004982 ms
--- assignClusters:            0.004458 ms
Elapsed time: 5.59707 ms
--- prepareDataStructures:     0.007415 ms
--- calculateDistanceToHigher: 0.004831 ms
--- calculateLocalDensity:     0.003855 ms
--- findSeedAndFollowers:      0.004997 ms
--- assignClusters:            0.004285 ms
Elapsed time: 5.57039 ms
--- prepareDataStructures:     0.006603 ms
--- calculateDistanceToHigher: 0.004379 ms
--- calculateLocalDensity:     0.004205 ms
--- findSeedAndFollowers:      0.004814 ms
--- assignClusters:            0.004093 ms
Elapsed time: 5.55849 ms
--- prepareDataStructures:     0.007223 ms
--- calculateDistanceToHigher: 0.004562 ms
--- calculateLocalDensity:     0.00401 ms
--- findSeedAndFollowers:      0.00474 ms
--- assignClusters:            0.004272 ms
Elapsed time: 5.57147 ms
--- prepareDataStructures:     0.00665 ms
--- calculateDistanceToHigher: 0.004805 ms
--- calculateLocalDensity:     0.00416 ms
--- findSeedAndFollowers:      0.004766 ms
--- assignClusters:            0.004284 ms
Elapsed time: 5.55438 ms
--- prepareDataStructures:     0.007012 ms
--- calculateDistanceToHigher: 0.004966 ms
--- calculateLocalDensity:     0.004078 ms
--- findSeedAndFollowers:      0.005229 ms
--- assignClusters:            0.004215 ms
Elapsed time: 5.59862 ms
--- prepareDataStructures:     0.006615 ms
--- calculateDistanceToHigher: 0.004938 ms
--- calculateLocalDensity:     0.004179 ms
--- findSeedAndFollowers:      0.005821 ms
--- assignClusters:            0.004298 ms
Elapsed time: 5.55181 ms
--- prepareDataStructures:     0.006789 ms
--- calculateDistanceToHigher: 0.00484 ms
--- calculateLocalDensity:     0.00429 ms
--- findSeedAndFollowers:      0.005456 ms
--- assignClusters:            0.004104 ms
Elapsed time: 5.57241 ms
--- prepareDataStructures:     0.00748 ms
--- calculateDistanceToHigher: 0.004964 ms
--- calculateLocalDensity:     0.004021 ms
--- findSeedAndFollowers:      0.00519 ms
--- assignClusters:            0.004245 ms
Elapsed time: 5.60457 ms
--- prepareDataStructures:     0.006395 ms
--- calculateDistanceToHigher: 0.005204 ms
--- calculateLocalDensity:     0.004223 ms
--- findSeedAndFollowers:      0.004664 ms
--- assignClusters:            0.004429 ms
Elapsed time: 5.60587 ms
--- prepareDataStructures:     0.006553 ms
--- calculateDistanceToHigher: 0.004597 ms
--- calculateLocalDensity:     0.004123 ms
--- findSeedAndFollowers:      0.004795 ms
--- assignClusters:            0.004079 ms
Elapsed time: 5.55922 ms
Finished running CLUE algorithm

input file data/input/toyDetector_8000.csv
output file data/output/toyDetector_8000_3_5_5_8.csv
Start to load input points
Finished loading input points
Start to run CLUE algorithm
--- prepareDataStructures:     0.016663 ms
--- calculateDistanceToHigher: 0.007513 ms
--- calculateLocalDensity:     0.004163 ms
--- findSeedAndFollowers:      0.064527 ms
--- assignClusters:            0.00492 ms
Elapsed time: 6.49184 ms
--- prepareDataStructures:     0.006937 ms
--- calculateDistanceToHigher: 0.00539 ms
--- calculateLocalDensity:     0.003893 ms
--- findSeedAndFollowers:      0.004464 ms
--- assignClusters:            0.004101 ms
Elapsed time: 6.46091 ms
--- prepareDataStructures:     0.006611 ms
--- calculateDistanceToHigher: 0.004813 ms
--- calculateLocalDensity:     0.004901 ms
--- findSeedAndFollowers:      0.004291 ms
--- assignClusters:            0.004076 ms
Elapsed time: 6.3529 ms
--- prepareDataStructures:     0.00769 ms
--- calculateDistanceToHigher: 0.004853 ms
--- calculateLocalDensity:     0.004342 ms
--- findSeedAndFollowers:      0.004262 ms
--- assignClusters:            0.004291 ms
Elapsed time: 6.37079 ms
--- prepareDataStructures:     0.007499 ms
--- calculateDistanceToHigher: 0.004842 ms
--- calculateLocalDensity:     0.003854 ms
--- findSeedAndFollowers:      0.005013 ms
--- assignClusters:            0.004019 ms
Elapsed time: 6.38912 ms
--- prepareDataStructures:     0.006515 ms
--- calculateDistanceToHigher: 0.004638 ms
--- calculateLocalDensity:     0.004038 ms
--- findSeedAndFollowers:      0.004243 ms
--- assignClusters:            0.005308 ms
Elapsed time: 6.3862 ms
--- prepareDataStructures:     0.007034 ms
--- calculateDistanceToHigher: 0.004562 ms
--- calculateLocalDensity:     0.004327 ms
--- findSeedAndFollowers:      0.004309 ms
--- assignClusters:            0.004492 ms
Elapsed time: 6.40324 ms
--- prepareDataStructures:     0.007067 ms
--- calculateDistanceToHigher: 0.005123 ms
--- calculateLocalDensity:     0.004217 ms
--- findSeedAndFollowers:      0.004402 ms
--- assignClusters:            0.00402 ms
Elapsed time: 6.3616 ms
--- prepareDataStructures:     0.007117 ms
--- calculateDistanceToHigher: 0.005412 ms
--- calculateLocalDensity:     0.003976 ms
--- findSeedAndFollowers:      0.004546 ms
--- assignClusters:            0.003915 ms
Elapsed time: 6.38954 ms
--- prepareDataStructures:     0.006917 ms
--- calculateDistanceToHigher: 0.004474 ms
--- calculateLocalDensity:     0.004299 ms
--- findSeedAndFollowers:      0.004933 ms
--- assignClusters:            0.003727 ms
Elapsed time: 6.36299 ms
--- prepareDataStructures:     0.007074 ms
--- calculateDistanceToHigher: 0.00488 ms
--- calculateLocalDensity:     0.004004 ms
--- findSeedAndFollowers:      0.005095 ms
--- assignClusters:            0.003874 ms
Elapsed time: 6.4194 ms
--- prepareDataStructures:     0.007003 ms
--- calculateDistanceToHigher: 0.004947 ms
--- calculateLocalDensity:     0.003908 ms
--- findSeedAndFollowers:      0.005097 ms
--- assignClusters:            0.004183 ms
Elapsed time: 6.37842 ms
--- prepareDataStructures:     0.007447 ms
--- calculateDistanceToHigher: 0.004609 ms
--- calculateLocalDensity:     0.005124 ms
--- findSeedAndFollowers:      0.004412 ms
--- assignClusters:            0.004258 ms
Elapsed time: 6.37929 ms
--- prepareDataStructures:     0.00683 ms
--- calculateDistanceToHigher: 0.004368 ms
--- calculateLocalDensity:     0.004223 ms
--- findSeedAndFollowers:      0.004403 ms
--- assignClusters:            0.003633 ms
Elapsed time: 6.39579 ms
--- prepareDataStructures:     0.006818 ms
--- calculateDistanceToHigher: 0.004975 ms
--- calculateLocalDensity:     0.003998 ms
--- findSeedAndFollowers:      0.00461 ms
--- assignClusters:            0.004185 ms
Elapsed time: 6.42717 ms
--- prepareDataStructures:     0.006645 ms
--- calculateDistanceToHigher: 0.004807 ms
--- calculateLocalDensity:     0.004625 ms
--- findSeedAndFollowers:      0.004612 ms
--- assignClusters:            0.003885 ms
Elapsed time: 6.3833 ms
--- prepareDataStructures:     0.007098 ms
--- calculateDistanceToHigher: 0.004514 ms
--- calculateLocalDensity:     0.003823 ms
--- findSeedAndFollowers:      0.005152 ms
--- assignClusters:            0.003865 ms
Elapsed time: 6.3757 ms
--- prepareDataStructures:     0.007002 ms
--- calculateDistanceToHigher: 0.005109 ms
--- calculateLocalDensity:     0.004453 ms
--- findSeedAndFollowers:      0.004895 ms
--- assignClusters:            0.003896 ms
Elapsed time: 6.37089 ms
--- prepareDataStructures:     0.007332 ms
--- calculateDistanceToHigher: 0.005167 ms
--- calculateLocalDensity:     0.004102 ms
--- findSeedAndFollowers:      0.005049 ms
--- assignClusters:            0.004369 ms
Elapsed time: 6.3772 ms
--- prepareDataStructures:     0.008173 ms
--- calculateDistanceToHigher: 0.005482 ms
--- calculateLocalDensity:     0.004262 ms
--- findSeedAndFollowers:      0.004514 ms
--- assignClusters:            0.004665 ms
Elapsed time: 6.37742 ms
--- prepareDataStructures:     0.007811 ms
--- calculateDistanceToHigher: 0.005495 ms
--- calculateLocalDensity:     0.009834 ms
--- findSeedAndFollowers:      0.004654 ms
--- assignClusters:            0.004278 ms
Elapsed time: 6.39695 ms
--- prepareDataStructures:     0.007479 ms
--- calculateDistanceToHigher: 0.00514 ms
--- calculateLocalDensity:     0.004433 ms
--- findSeedAndFollowers:      0.004542 ms
--- assignClusters:            0.00434 ms
Elapsed time: 6.38471 ms
--- prepareDataStructures:     0.007126 ms
--- calculateDistanceToHigher: 0.005119 ms
--- calculateLocalDensity:     0.004613 ms
--- findSeedAndFollowers:      0.004587 ms
--- assignClusters:            0.004239 ms
Elapsed time: 6.40686 ms
--- prepareDataStructures:     0.007494 ms
--- calculateDistanceToHigher: 0.004986 ms
--- calculateLocalDensity:     0.0041 ms
--- findSeedAndFollowers:      0.005067 ms
--- assignClusters:            0.004048 ms
Elapsed time: 6.38432 ms
--- prepareDataStructures:     0.007745 ms
--- calculateDistanceToHigher: 0.00515 ms
--- calculateLocalDensity:     0.004249 ms
--- findSeedAndFollowers:      0.004412 ms
--- assignClusters:            0.005013 ms
Elapsed time: 6.3479 ms
--- prepareDataStructures:     0.007342 ms
--- calculateDistanceToHigher: 0.004447 ms
--- calculateLocalDensity:     0.004217 ms
--- findSeedAndFollowers:      0.004924 ms
--- assignClusters:            0.004292 ms
Elapsed time: 6.35159 ms
--- prepareDataStructures:     0.006885 ms
--- calculateDistanceToHigher: 0.005665 ms
--- calculateLocalDensity:     0.004003 ms
--- findSeedAndFollowers:      0.004481 ms
--- assignClusters:            0.004149 ms
Elapsed time: 6.41708 ms
--- prepareDataStructures:     0.006882 ms
--- calculateDistanceToHigher: 0.005385 ms
--- calculateLocalDensity:     0.004338 ms
